Product_Name,Specifications,Price,Rating,No_of_Ratings,No_of_Reviews,Maximum_Power,Engine_Capacity,Brake_Front,Tire_Type,Console_Feature,Range,Maximum_Speed,Charging_Time,Brand,Bike_Type
"Ather 450 S 122 KM IDC range Booking for Ex-Showroom Price (with Portable Charger, Still White)",Range: 122 kmMaximum Speed: 90 kmphCharging Time: 7.45 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,27,153",4.5,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,122 km,90 kmph,7.45 Hr,Ather,Motorcycle
"Ather Rizta Z 123KM IDC Range Booking for Ex-Showroom Price (with Portable Charger, Deccan Grey Mono)","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km","₹1,38,155",4.4,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
Hero New Passion+ Booking for Ex-Showroom Price,"Maximum Power: 5.9 kW @ 8000 rpmEngine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Digital Analog Meter with RTMI and Low Fuel IndicatorHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹81,235",3.8,139 Ratings & 8 Reviews,139 Ratings & 8 Reviews,5.9 kW @ 8000 rpm,97.2 cc,Drum,Tubeless,"Digital Analog Meter with RTMI and Low Fuel IndicatorHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
Hero Splendor+ XTEC 2.0 Booking for Ex-Showroom Price,"Maximum Power: 5.9 KW (at 8000 rpm)Engine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Full Digital Meter with Bluetooth, RTMI, Eco Indicator and Host of FeaturesHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹83,311",4.4,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",5.9 KW (at 8000 rpm),97.2 cc,Drum,Tubeless,"Full Digital Meter with Bluetooth, RTMI, Eco Indicator and Host of FeaturesHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
BAJAJ CT 110X Booking for Ex-Showroom Price,"Maximum Power: 8.6 Ps @ 7,000rpmEngine Capacity: 115.45 ccBrake Front: DrumTire Type: TubedConsole Feature: Analogue speedometerBajaj Auto Limited provides 5 Years or 75,000 Kms warranty whichever is earlier from the date of sale.","₹75,526",4.5,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,"8.6 Ps @ 7,000rpm",115.45 cc,Drum,Tubed,"Analogue speedometerBajaj Auto Limited provides 5 Years or 75,000 Kms warranty whichever is earlier from the date of sale.",,,,Bajaj,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Terraco...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 years/ 60000 Km or 8 years/ 80000 kms (optional)
Vehicle: 3 years / 30000 Km","₹1,82,994",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,,,,,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
BAJAJ Pulsar NS 125 UG ABS with Ride Modes Booking for Ex-Showroom Price,"Maximum Power: 8.82 kW @ 8500 rpmEngine Capacity: 124.45 ccBrake Front: DiscTire Type: TubelessConsole Feature: Bluetooth Connectivity Fuel Level Indicator Tachometer Dial Turn Signal Indicator (LH & RH) Side Stand Indicator Digital Clock Speedometer Odometer Trip Meter ABS IndicatorBajaj Auto Limited provides 5 Years or 75,000 Kms warranty whichever is earlier from the date of sale.","₹1,07,569",4.4,"5,258 Ratings & 513 Reviews","5,258 Ratings & 513 Reviews",8.82 kW @ 8500 rpm,124.45 cc,Disc,Tubeless,"Bluetooth Connectivity Fuel Level Indicator Tachometer Dial Turn Signal Indicator (LH & RH) Side Stand Indicator Digital Clock Speedometer Odometer Trip Meter ABS IndicatorBajaj Auto Limited provides 5 Years or 75,000 Kms warranty whichever is earlier from the date of sale.",,,,Bajaj,Motorcycle
"Simple One 5 kW Booking for Ex-Showroom Price (with Portable Charger, Brazen X)","Range: 265 kmMaximum Speed: 116 kmphCharging Time: 5.33 HrTire Type: Tubeless* Standard Warranty: 3 years/30,000 km, whichever comes first. * Extended Warranty (Battery & Motor) Options:* - Simple Protect: 5 years/50,000 km (whichever comes first) for ?5499*. This offers reliable battery and motor protection for everyday riding confidence. - Simple Super Protect: 8 years/80,000 km (whichever comes first) for ?8499*. This provides maximum coverage for long-term ownership. * Pricing Note: All mentioned prices are exclusive of GST. Terms and conditions apply.","₹1,99,999",4.5,"2,269 Ratings & 225 Reviews","2,269 Ratings & 225 Reviews",,,,"Tubeless* Standard Warranty: 3 years/30,000 km, whichever comes first. * Extended Warranty (Battery & Motor) Options:* - Simple Protect: 5 years/50,000 km (whichever comes first) for ?5499*. This offers reliable battery and motor protection for everyday riding confidence. - Simple Super Protect: 8 years/80,000 km (whichever comes first) for ?8499*. This provides maximum coverage for long-term ownership. * Pricing Note: All mentioned prices are exclusive of GST. Terms and conditions apply.",,265 km,116 kmph,5.33 Hr,Other,Motorcycle
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerDuring 5 years from the date of purchase or during the first 50,000 km of run for the vehicle in the hands of original retail purchaser, whichever is earlier.","₹72,100",4.5,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,Analog Speedometer,,,,TVS,Motorcycle
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Cosmic Bl...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,657",4.5,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"Chetak C3503 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Clas...","Range: 151 kmMaximum Speed: 70 kmphCharging Time: 5 hrTire Type: TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,24,157",4.5,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,151 km,70 kmph,5 hr,Bajaj,Electric
Hero DESTINI 110 ZX Booking for Ex-Showroom Price,"Engine Capacity: 110.9 ccBrake Front: DiscTire Type: TubelessConsole Feature: Digital Analog SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹88,034",4.5,"5,258 Ratings & 513 Reviews","5,258 Ratings & 513 Reviews",,110.9 cc,Disc,Tubeless,"Digital Analog SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Pangong...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,82,550",5,60 Ratings & 5 Reviews,60 Ratings & 5 Reviews,,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: During 5 Years from the date of purchase or during the first 60,000 km of run for the vehicle in the hands of originalretail purchaser, whichever is earlier, the parts of the vehicle covered under warranty which prove to the satisfactionof the Company to have a manufacturing defect will be repaired or replaced free of cost.","₹79,097",4,741 Ratings & 91 Reviews,741 Ratings & 91 Reviews,,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,"Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: ",,,,TVS,Motorcycle
"Ather Rizta Z 123KM IDC Range with Stack Pro Booking for Ex-Showroom Price (with Portable Charger, Pan...","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,61,994",4.7,54 Ratings & 20 Reviews,54 Ratings & 20 Reviews,,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
"Ampere Reo VYB Booking for Ex-Showroom Price (With Charger, Pastel Purple)","Range: 80 kmMaximum Speed: 25 km/hCharging Time: 5.5 HrTire Type: TubelessBattery Warranty 3 Years / 30,000 Kms, Vehicle Warranty 1 Year / 10,000 Kms","₹71,999",5,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,,,"TubelessBattery Warranty 3 Years / 30,000 Kms, Vehicle Warranty 1 Year / 10,000 Kms",,80 km,25 km/h,5.5 Hr,Other,Motorcycle
TVS Apache RTR 160 4V 1CH ABS variant Booking for Ex-Showroom Price,"Maximum Power: 17.31 bhp@9250 rpmEngine Capacity: 159.7 ccBrake Front: DiscTire Type: TubelessConsole Feature: Digital LCD SpeedometerDuring 5 Years from the date of purchase or during the first 60,000 km of run for the vehicle in the hands of original retail purchaser, whichever is earlier, the parts of the vehicle covered under warranty which prove to the satisfaction of the Company to have a manufacturing defect will be repaired or replaced free of cost.","₹1,25,890",5,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",17.31 bhp@9250 rpm,159.7 cc,Disc,Tubeless,Digital LCD Speedometer,,,,TVS,Motorcycle
"Ather Rizta Z 123KM IDC Range Booking for Ex-Showroom Price (with Portable Charger, Deccan Grey Duo)","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km","₹1,38,310",4.4,8 Ratings & 2 Reviews,8 Ratings & 2 Reviews,,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
"Chetak C3503 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Matt...","Range: 151 kmMaximum Speed: 70 kmphCharging Time: 5 hrTire Type: TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,24,157",5,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,,,"TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,151 km,70 kmph,5 hr,Bajaj,Electric
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Still Whi...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,761",3,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"Ampere Magnus G Max Booking for Ex-Showroom Price (With Charger, Monsoon Blue)","Range: 142 kmMaximum Speed: 65 kmphCharging Time: 7.5 HrTire Type: TubelessBattery Warranty 5 Years / 75,000 Kms, Vehicle Warranty 3 Years / 30,000 Kms","₹1,02,899",4.5,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"TubelessBattery Warranty 5 Years / 75,000 Kms, Vehicle Warranty 3 Years / 30,000 Kms",,142 km,65 kmph,7.5 Hr,Other,Motorcycle
BAJAJ Freedom 125 CNG (Disc LED) Booking for Ex-Showroom Price,"Maximum Power: 9.5 Ps @ 8000Engine Capacity: 124.58 ccBrake Front: DiscTire Type: TubelessConsole Feature: Inverted full LCD with Connectivity, Speedometer, Odometer, Bluetooth Connectivity (Incoming Call Alert, Miss Call Alert, SMS Notification), Service Reminder, Clock, Gear Status, Trip Information, Position Lamp IndicatorBajaj Auto Limited provides 5 Years or 75,000 Kms warranty whichever is earlier from the date of sale.","₹1,18,213",5,10 Ratings & 3 Reviews,10 Ratings & 3 Reviews,9.5 Ps @ 8000,124.58 cc,Disc,Tubeless,"Inverted full LCD with Connectivity, Speedometer, Odometer, Bluetooth Connectivity (Incoming Call Alert, Miss Call Alert, SMS Notification), Service Reminder, Clock, Gear Status, Trip Information, Position Lamp IndicatorBajaj Auto Limited provides 5 Years or 75,000 Kms warranty whichever is earlier from the date of sale.",,,,Bajaj,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Deccan ...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,84,044",5,11 Ratings & 1 Reviews,11 Ratings & 1 Reviews,,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
Hero HF Deluxe Non i3S-Self Booking for Ex-Showroom Price,"Maximum Power: 7.91Engine Capacity: 97.2 ccBrake Front: DrumTire Type: TubedConsole Feature: SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹64,923",4.5,6 Ratings & 1 Reviews,6 Ratings & 1 Reviews,7.91,97.2 cc,Drum,Tubed,"SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Amo Electric Bikes Feisty E1 LI Booking for Ex-Showroom Price (with Portable Charger, Green)",Range: 70 kmMaximum Speed: 25 km/hCharging Time: 4 HrTire Type: Tubeless36 Months Warranty,"₹70,000",4,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,Tubeless36 Months Warranty,,70 km,25 km/h,4 Hr,Other,Electric
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Deccan ...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,82,310",5,"2,269 Ratings & 225 Reviews","2,269 Ratings & 225 Reviews",,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Ampere Magnus G Max Booking for Ex-Showroom Price (With Charger, Matcha Green)","Range: 142 kmMaximum Speed: 65 kmphCharging Time: 7.5 HrTire Type: TubelessBattery Warranty 5 Years / 75,000 Kms, Vehicle Warranty 3 Years / 30,000 Kms","₹1,02,999",4.3,4 Ratings & 1 Reviews,4 Ratings & 1 Reviews,,,,"TubelessBattery Warranty 5 Years / 75,000 Kms, Vehicle Warranty 3 Years / 30,000 Kms",,142 km,65 kmph,7.5 Hr,Other,Motorcycle
"Ather 450 X 126KM IDC range Booking for Ex-Showroom Price (with Portable Charger, Cosmic Black)",Range: 111 kmMaximum Speed: 90 kmphCharging Time: 8.6 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,40,599",4.4,117 Ratings & 18 Reviews,117 Ratings & 18 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,111 km,90 kmph,8.6 Hr,Ather,Motorcycle
"Amo Electric Bikes Brisk LA Booking for Ex-Showroom Price (with Portable Charger, Grey)",Range: 70 kmMaximum Speed: 25 km/hCharging Time: 8 HrTire Type: Tubeless12 Months Warranty,"₹59,000",3.8,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,Tubeless12 Months Warranty,,70 km,25 km/h,8 Hr,Other,Electric
"VIDA VX2 Go 3.4 kWh Booking for Ex-Showroom Price (with Portable Charger, Nexus Blue)","Range: 142 kmMaximum Speed: 70 kmphCharging Time: 4.13 HrTire Type: Tubeless5yrs/50,000 km","₹1,25,990",3.7,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"Tubeless5yrs/50,000 km",,142 km,70 kmph,4.13 Hr,VIDA,Motorcycle
"Simple One 5 kW Booking for Ex-Showroom Price (with Portable Charger, Brazen Black)","Range: 265 kmMaximum Speed: 116 kmphCharging Time: 5.33 HrTire Type: Tubeless* Standard Warranty: 3 years/30,000 km, whichever comes first. * Extended Warranty (Battery & Motor) Options:* - Simple Protect: 5 years/50,000 km (whichever comes first) for ?5499*. This offers reliable battery and motor protection for everyday riding confidence. - Simple Super Protect: 8 years/80,000 km (whichever comes first) for ?8499*. This provides maximum coverage for long-term ownership. * Pricing Note: All mentioned prices are exclusive of GST. Terms and conditions apply.","₹1,94,999",4.5,293 Ratings & 33 Reviews,293 Ratings & 33 Reviews,,,,"Tubeless* Standard Warranty: 3 years/30,000 km, whichever comes first. * Extended Warranty (Battery & Motor) Options:* - Simple Protect: 5 years/50,000 km (whichever comes first) for ?5499*. This offers reliable battery and motor protection for everyday riding confidence. - Simple Super Protect: 8 years/80,000 km (whichever comes first) for ?8499*. This provides maximum coverage for long-term ownership. * Pricing Note: All mentioned prices are exclusive of GST. Terms and conditions apply.",,265 km,116 kmph,5.33 Hr,Other,Motorcycle
"Amo Electric Bikes Single Light LA Booking for Ex-Showroom Price (with Portable Charger, White)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 8 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹48,500",4.6,4 Ratings & 1 Reviews,4 Ratings & 1 Reviews,,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,8 Hr,Other,Electric
"Amo Electric Bikes Jaunty 3W LI Booking for Ex-Showroom Price (with Portable Charger, Blue)","Range: 70 kmMaximum Speed: 25 kmphCharging Time: 6 HrTire Type: TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.","₹1,01,008",4.4,"4,017 Ratings & 439 Reviews","4,017 Ratings & 439 Reviews",,,,"TubelessAMO Electric Bikes products come with a standard warranty of 1 years or 10,000 km on the battery and motor, whichever comes first, along with the option to purchase an extended warranty at the time of bike delivery.",,70 km,25 kmph,6 Hr,Other,Electric
"Ather Rizta S 159KM Booking for Ex-Showroom Price (with Portable Charger, Terracotta Red Mono)","Range: 159 kmMaximum Speed: 80 kmphCharging Time: 5.45 hrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,43,391",4.5,4 Ratings & 1 Reviews,4 Ratings & 1 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,159 km,80 kmph,5.45 hr,Ather,Motorcycle
"Chetak C3502 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Moon...","Range: 153 kmMaximum Speed: 80 KmphCharging Time: 5 hrTire Type: TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,39,939",4.5,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,153 km,80 Kmph,5 hr,Bajaj,Electric
"Ather Rizta Z 123KM IDC Range Booking for Ex-Showroom Price (with Portable Charger, Pangong Blue Duo)","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km","₹1,38,180",4.6,"5,258 Ratings & 513 Reviews","5,258 Ratings & 513 Reviews",,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
"Amo Electric Bikes AMO Double Light Jaunty L LA Booking for Ex-Showroom Price (with Portable Charger, ...",Range: 70 kmMaximum Speed: 25 km/hCharging Time: 8 HrTire Type: Tubeless12 Months Warranty,"₹49,999",4.6,5 Ratings & 0 Reviews,5 Ratings & 0 Reviews,,,,Tubeless12 Months Warranty,,70 km,25 km/h,8 Hr,Other,Electric
"SUZUKI e-Access Booking for Ex-Showroom Price (with Portable Charger, Pearl Jade Green / Metallic Mat ...",Range: 95 kmMaximum Speed: 71 km/hrCharging Time: 6.2 HrTire Type: TubelessStandard Warranty for vehicle + battery for 3 years / 36000 Km ( whichever is earlier),"₹1,91,558",4.4,"12,660 Ratings & 1,293 Reviews","12,660 Ratings & 1,293 Reviews",,,,TubelessStandard Warranty for vehicle + battery for 3 years / 36000 Km ( whichever is earlier),,95 km,71 km/hr,6.2 Hr,Suzuki,Motorcycle
"Ather Rizta S 123 KM Booking for Ex-Showroom Price (with Portable Charger, Pangong Blue Mono)","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km","₹1,20,680",4.5,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Portable Charger, Te...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,82,761",4.6,13 Ratings & 4 Reviews,13 Ratings & 4 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Ather Rizta Z 123KM IDC Range with Stack Pro Booking for Ex-Showroom Price (with Portable Charger, Ter...","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 hrTire Type: TubelessBattery: 5 years/ 60000 Km or 8 years/ 80000 kms (optional)
Vehicle: 3 years / 30000 Km","₹1,62,968",4.4,240 Ratings & 61 Reviews,240 Ratings & 61 Reviews,,,,,,123 km,80 kmph,7.45 hr,Ather,Motorcycle
Hero Splendor+ XTEC Booking for Ex-Showroom Price,"Maximum Power: 5.9 kW @ 8000 rpmEngine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Fully Digital SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹81,281",4.5,55 Ratings & 15 Reviews,55 Ratings & 15 Reviews,5.9 kW @ 8000 rpm,97.2 cc,Drum,Tubeless,"Fully Digital SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Green Sunny Red 40KM Booking for Ex-Showroom Price (with Portable Charger, Red)","Range: 40 kmMaximum Speed: 25 kmphCharging Time: 4 hrTire Type: Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty","₹27,999",4.4,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"Tubeless6 Month Manufacturing Warranty for All Electric parts except Normal Wear & Tear, Charger come with 1 Month Replacement Warranty",,40 km,25 kmph,4 hr,Other,Motorcycle
"BGauss C12i EX Gen 2 Booking for Ex-Showroom Price (With Charger, Pearl White)","Range: 85 kmMaximum Speed: 60 km/hCharging Time: 5 HrTire Type: TubelessThe C12i EX comes with a comprehensive warranty package. The battery, motor, charger, and overall vehicle are covered for 36,000 kilometers or 3 years, whichever comes first. In addition, a limited warranty is provided for 10,000 kilometers or 1 year, whichever occurs earlier.

Additional Battery Warranty

he C12 i EX is covered under this program for 5 years or 50,000 kilometers, whichever comes first.","₹95,490",2.7,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,,,85 km,60 km/h,5 Hr,Other,Motorcycle
Hero Glamour LED Disc Booking for Ex-Showroom Price,"Maximum Power: 7.75 KW (at 7500 rpm)Engine Capacity: 125 ccBrake Front: DiscTire Type: TubelessConsole Feature: Fully Digital ConsoleHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹87,540",4.5,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,7.75 KW (at 7500 rpm),125 cc,Disc,Tubeless,"Fully Digital ConsoleHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
